TimeBin,eGreedy0.1,EnsembleRandomUpdateAll,eAnnealing,EXP30.5,EnsembleEAnnealingUpdateAll,Softmax0.1,Naive3,UCB1,Random,
0,0.041043507829514,0.0397334336445429,0.0412313135566824,0.0379203461267088,0.0390239978400371,0.0395256714330065,0.0422556154537278,0.0421255473481571,0.0353751382606192,
10,0.0427632831894157,0.039103999113833,0.0430975646014922,0.0382883834363981,0.0390825315279558,0.0379981990941662,0.0425218556948026,0.0365761271557114,0.0347823931187876,
20,0.04352562314313,0.0386575112514295,0.0446964658902452,0.0388873461858988,0.0407811741305261,0.0371477240648944,0.0429250303969075,0.0368804048861222,0.0345384530031423,
30,0.0453980655855785,0.0383116576940698,0.0466824130404604,0.0393942655854317,0.0421983953995655,0.0376143258430808,0.0441567670466431,0.0372863413640682,0.0340557271771616,
40,0.0460593456597166,0.0384231790275166,0.0479237600235585,0.039879590268941,0.0427568444122966,0.0377447370170793,0.0448612869105081,0.0360233960729042,0.0329570047799138,
50,0.0459181929587405,0.0392238992871592,0.0476065100971059,0.0398124682574871,0.0438189717337263,0.0372782716686641,0.0454364494730709,0.0358801942841359,0.0319119061057338,
60,0.0452970579243816,0.0400706039132673,0.0469824010098518,0.0394283665493318,0.0453603991981098,0.0364175142475864,0.046072824051057,0.035306659216818,0.0318312117998582,
70,0.0440674404132974,0.0401205745849228,0.0462939286617874,0.0383614657052223,0.0468083686035008,0.0351875894851071,0.0467926234914154,0.0342553869400921,0.0319255883969772,
80,0.0434893835961837,0.0399407794470962,0.0450034858796333,0.0379268589716918,0.0470830320034004,0.0351501514442327,0.0477080547162222,0.0330180562814633,0.0320436136470467,
90,0.0437989162559424,0.0396852124404313,0.044522940288716,0.038233966409988,0.0471436061211048,0.0352311514189785,0.0480706499050879,0.0319688314592182,0.0319624636610812,
100,0.0444143991058861,0.0392569573490507,0.0450438643877173,0.0386018526282792,0.047128990351626,0.0354375802955112,0.0484298610350881,0.0314136349463094,0.0317599309870224,
110,0.0451948601036806,0.0389182482981096,0.0457042248049294,0.0387586829725935,0.0470329203792032,0.0357947839217041,0.0487320740999147,0.0313823459696045,0.0317847820675067,
120,0.0460366039156429,0.0384528328300191,0.0465254369324049,0.0389801720785155,0.0466907906501963,0.0359118446054931,0.0486315249638058,0.0315692270556253,0.0320362398610713,
130,0.0470858213356301,0.0377016068833394,0.047315592349799,0.0390565512739195,0.0461976254072067,0.0360207339866068,0.0484894708404247,0.0318473204648008,0.0322815958212598,
140,0.0483638484072463,0.0375897971958774,0.0482928559165028,0.0389475841794092,0.0454834481109734,0.0362073674290488,0.0481397347052063,0.0328050552358095,0.0326206099777118,
150,0.0498397022217636,0.0377406702887617,0.0493816788736348,0.0387804591713869,0.0448626218340049,0.0364039379485279,0.0477446789764941,0.0336341777004902,0.0330106687320619,
160,0.0510338769709832,0.037919006160294,0.0509477135111923,0.0386850876459018,0.0443483940626448,0.0364552678029386,0.0472648438641701,0.0338506795794404,0.0334584563350381,
170,0.0523290228952905,0.0380188929844457,0.0523991707179331,0.0386317050071559,0.0443887699911891,0.037256241691505,0.0466463042128431,0.0343253787405629,0.0339044785031707,
180,0.0537420810496133,0.0384585712476313,0.053570471085633,0.0384515195359457,0.0446042260769815,0.0378338079986233,0.0459487687487983,0.0353083581171508,0.0342806479126362,
190,0.0553523083743498,0.0389569932853079,0.0549521759125376,0.0382405866109193,0.0449216525907071,0.0389106289116934,0.0456048312011921,0.0365293185469645,0.0345676463166339,
200,0.0567400516587937,0.039489917586666,0.0564991844852423,0.0381249386539812,0.0452548282974274,0.0397092086349564,0.0453934470302567,0.0375358760944833,0.0347775640367777,
210,0.0579312011926475,0.0397103321795735,0.0580887731753403,0.0381443276916565,0.045688016805011,0.0405251206686122,0.0455480780753243,0.0384542549597097,0.0349664258741522,
220,0.0590351891983502,0.0400080989608614,0.0596998669103791,0.0382141038359933,0.0463020419231425,0.0410185126036945,0.045531526809233,0.0396738107321835,0.0350228630682215,
230,0.060129356786629,0.0406081852243,0.0610878264989505,0.0383366459436845,0.0467544045396064,0.0414849957515658,0.0456774249081237,0.0406316347242136,0.0348106680069762,
240,0.0610466502179302,0.0413193647038156,0.0624387528573611,0.0383696272809073,0.0473091226587207,0.042156838607162,0.0458634656166804,0.0414642336163847,0.0347518038467483,
250,0.0618940887487361,0.0419820114404769,0.063476944680259,0.0383898571738366,0.0479571016545987,0.0429936291168066,0.0460382902698927,0.0422906323313178,0.0348658260328339,
260,0.0625901702836463,0.0427390255769204,0.0641898290234379,0.0384741937430276,0.0483995989570738,0.0431896266737722,0.0465118256474465,0.042847416590882,0.0350205695882388,
270,0.0631230911174323,0.0433285272398473,0.0649718332222998,0.0385038632834138,0.0491242855044815,0.0435862068419433,0.0468831663049498,0.0435038814144808,0.0351781263310444,
280,0.0636745676044514,0.04406161176291,0.0657613829851246,0.0386429642879769,0.0499921055287366,0.0437127910302854,0.0472595846314975,0.0441853632243405,0.0352926426750946,
290,0.064050999812202,0.0447102813228241,0.0663515628244108,0.0387123813063461,0.05084804711923,0.0438022863559429,0.0477832282186097,0.0453872670110636,0.0353603359243168,
300,0.0643999214127696,0.0455373295848529,0.0667295052391026,0.0387974743712113,0.0517613881216342,0.043930427353656,0.0483056142226398,0.0466824199862657,0.0354445098878998,
310,0.0648080680572805,0.046314793813252,0.0668808346036458,0.0388432632624212,0.0525093994325777,0.0441832466306068,0.0487246723531151,0.0476871958291773,0.0355726746442562,
320,0.0650242029371845,0.0471721143050808,0.0671712934107492,0.0389176187323927,0.0531460282919758,0.0443576425686051,0.0493335756216925,0.0484034616475748,0.0357123818805544,
330,0.0650334712991811,0.0479715007203438,0.0672753938741208,0.0388605306123576,0.0540025773857855,0.0441014823371605,0.0499184904982183,0.0491566355153196,0.0358343579344594,
340,0.0650353688676729,0.0488372004505547,0.0675475893403142,0.0387274199546234,0.0547702441460011,0.0440172964089579,0.0506983970603624,0.049619646148432,0.0359454635198023,
350,0.0649207268479452,0.0495647061119217,0.0677619877539582,0.0388061667473179,0.0556494447186126,0.0439344176295054,0.0513695483427756,0.0499799989313973,0.0360137618972374,
360,0.0647828613224079,0.0501834574994057,0.0676960511191342,0.0390079391011375,0.0565524637434317,0.0439487790098136,0.0520994200692052,0.0503645383523948,0.0360822248243552,
370,0.0645699736635102,0.0508018012114979,0.0674608240867607,0.0391737941426069,0.0574688477425481,0.0445572548860592,0.0527394233938191,0.0505592345538191,0.0361035233743786,
380,0.0645619304993512,0.0514329149741716,0.0670116239254555,0.0394134778747597,0.0583540667529118,0.044680143173437,0.0532180927304578,0.0505966665803123,0.0361404441419974,
390,0.0645521370927783,0.0519880336382402,0.0666026533677363,0.0396938327391557,0.0591745343491189,0.0448582901223289,0.0540014181155686,0.0509235128673894,0.0362023046356339,
400,0.0646167750160093,0.0526730064861285,0.0664162087316258,0.0399532884291433,0.0600121026836029,0.0447001319806519,0.054320114834708,0.0515719044277306,0.0362253790886651,
410,0.0647537909679187,0.0532418948470083,0.0663009236241505,0.0402114295549998,0.0608128674238123,0.0449529070338264,0.0549589595677438,0.0521513080648141,0.0362298886339057,
420,0.0648748945005218,0.0537276799512278,0.0664013261214509,0.0405096074898544,0.0615721661642389,0.045420681864842,0.055640048999552,0.0522428523370813,0.0362103980366204,
430,0.064989235637671,0.054273955174191,0.0665498380203973,0.0407692695212681,0.0623006027799547,0.0453568222895775,0.0562863025429103,0.0521574039141279,0.0362115218885857,
440,0.0652006751039286,0.0547625910080513,0.0666214151980051,0.0409892367930663,0.0629575795609681,0.0454369965762249,0.0568709921030014,0.0520622838528799,0.0362063814409696,
450,0.0653841503314637,0.0551375125989714,0.0667729161513075,0.0412334308992413,0.0634633530977026,0.0457665482337868,0.0575120526380009,0.0519824235288542,0.0362039143272721,
460,0.0655551644823635,0.0554684857019575,0.0669709094137774,0.04153298084999,0.0638094531283444,0.0462979365626095,0.0581481118620757,0.0519997293426925,0.0361733125015205,
470,0.0657110501101562,0.0557134456917793,0.0670956588252057,0.041839398458071,0.0643421012046795,0.0465871646766818,0.0588925577351787,0.0519506201799891,0.0361497171856331,
480,0.0659064837090967,0.0559925426100071,0.0672105139579686,0.0421349347746919,0.064733744230378,0.0468171194061947,0.0595388425131272,0.0517866021320916,0.0361383762829437,
490,0.0661452650340406,0.056246837543326,0.0673317776877364,0.0423642118990797,0.0653349482856829,0.0475262769632984,0.060177477632601,0.0515939600998565,0.0361243819134764,
500,0.0663247997613794,0.0564174807719733,0.0675360079018812,0.0426590654130255,0.0657452029622706,0.047410305045818,0.0608011809457738,0.0514684653417914,0.0360953326556162,
510,0.0664698107120478,0.0566647637947676,0.0677408064968706,0.0428710342223197,0.066137850567176,0.047496675944089,0.0613031298738202,0.0513001014813216,0.0360524868561854,
520,0.0667369917445781,0.0569286478307835,0.0679658087962639,0.0431167437202244,0.066291357420273,0.0471779162819255,0.0620579216382349,0.0510784495572478,0.0359667032561358,
530,0.0670865500423989,0.0571885354598032,0.0681191267067654,0.0433347017510022,0.066543914140695,0.0476442892262614,0.0625012255736272,0.05081409960661,0.0358379640181733,
540,0.0673600905655036,0.0573845339913476,0.0682829010034336,0.0434826918852508,0.0666772333462335,0.0479077031292909,0.0631765161657802,0.0506926436928576,0.0357270001291429,
550,0.0676397890282741,0.0575114109299825,0.0684735764063475,0.0435837854264642,0.0668239986663616,0.0478132356142768,0.0634584456860141,0.0506660431981052,0.0356630167064024,
560,0.0679242934735028,0.0574479777525844,0.0685715626474212,0.0437005241771342,0.0669763964240984,0.0481338767178632,0.0638175267427585,0.0504865770829601,0.0356120535265047,
570,0.0683746005055829,0.0573682518592216,0.068671604564493,0.0437888865810473,0.0671460041742824,0.0480083832675427,0.0641227768822907,0.0503456517843167,0.0355700546700624,
580,0.068804642066243,0.0572616400147418,0.0688231158760278,0.0438514421441054,0.0673364547813198,0.0478464322183756,0.0644782916866813,0.0502139869003111,0.0355270403660372,
590,0.069220802496736,0.0571924000613109,0.0692592156037323,0.043914936278637,0.0675436937138982,0.0476697829028673,0.0647961682315314,0.0501715071040265,0.0355115573061954,
600,0.0697047964087067,0.0570814604578171,0.0697846169020771,0.0439728799574751,0.0676582861579735,0.0476470902719338,0.0651699277369683,0.0503400712377041,0.0355123137069548,
610,0.0700656095462471,0.0571298674576602,0.0701398102345922,0.044019763403312,0.0678305339655527,0.0483243774718288,0.0655456567174227,0.0505725655264578,0.0355174141114956,
620,0.0704261705699281,0.0570413806435667,0.0706544598252646,0.0440223657816651,0.0680222482983082,0.0480483614071069,0.0658505795169228,0.050730802128024,0.0354833577401098,
630,0.0708468838261627,0.0569694856461838,0.070919788418161,0.0440630106986953,0.0682274954149485,0.0481393898547891,0.0660299393239626,0.0506704223915731,0.0354636981060659,
640,0.0711697640893918,0.0569471707923985,0.0714620619529266,0.044098563491195,0.0681838201584994,0.0482317163174377,0.0661591582098964,0.0506512427330943,0.0354468410260082,
650,0.071465795883076,0.0569260386841745,0.0718438822847074,0.0441734312402727,0.0680864859360197,0.0483511697729821,0.0663387636377117,0.0505918378472032,0.0354100166186175,
660,0.0717495400395413,0.0569378202094083,0.0722327034037069,0.0442282348400718,0.067985175135131,0.0480954012465211,0.0665944046545362,0.0505311041424985,0.0353899408570951,
670,0.0720479164559717,0.0568753814173284,0.0726106352065155,0.0442770287254992,0.067771178831884,0.0483986099645627,0.0666651930491159,0.0505366061130406,0.0353884512340362,
680,0.0722379298736019,0.0568487210703404,0.0728877993819616,0.0443461494502115,0.0676326690701348,0.0483713608475789,0.0668433685789111,0.0506266563009439,0.0353807339123656,
690,0.0725035790974213,0.0567859683980871,0.0731894538281922,0.0443975566137673,0.0674631406205285,0.0485114956462597,0.0670281218643844,0.0507014823608477,0.0353680316764911,
700,0.072751895750973,0.0568460767484791,0.0735003798315837,0.0444706868623938,0.0673232291669753,0.048438136794078,0.0672069220796435,0.0508522577228774,0.0353611747931927,
710,0.073013691058803,0.0569036131999213,0.0737571809190331,0.0445106138904342,0.0672499242270007,0.0483074579394713,0.0675206461139817,0.0510203648620735,0.035357699625452,
720,0.073150859976329,0.0568737841720026,0.0741144414110074,0.0445649829084371,0.06721434011563,0.0481227040644086,0.0675159619630242,0.0511788915932104,0.0353552204106048,
730,0.0733765497979616,0.056857649753763,0.0742390163141106,0.044601384275708,0.0671484033860646,0.0479714619374849,0.067781923430425,0.0513630602877495,0.0353368458927707,
740,0.0734990927438259,0.0568603360212769,0.0744915333882302,0.0446452024803701,0.067204483448817,0.0481259420294356,0.0678643138805461,0.0514183184054196,0.0353081897330334,
750,0.0736317737143884,0.0569242021627764,0.0747965642571373,0.0446713367644937,0.0672192624903385,0.0480602279808594,0.067914488496434,0.0515022003851657,0.0353075134686308,
760,0.0737276820153396,0.0569660879556495,0.0749791465117268,0.044676191568147,0.0673204998261218,0.0479771733348955,0.0680390962041785,0.0515701926373677,0.035299615090064,
770,0.0738657132617196,0.0569991033102213,0.0751938989741822,0.0446165184227805,0.0672710280235003,0.0477560693475861,0.0680678724607656,0.0516809083320323,0.0352710289720203,
780,0.0739838260920406,0.057159113457829,0.0754311231374448,0.0445311785770704,0.0673955169061896,0.0478241255787569,0.0680951487196328,0.051758875971304,0.0352569648210048,
790,0.0740716421341567,0.0573086643052865,0.0756016036626467,0.0444687177194977,0.0674109250465642,0.0477274023087096,0.0679795828930322,0.051781634063714,0.0352419818037654,
800,0.0740883564944257,0.0573860754514009,0.0757417758987525,0.0444418555346198,0.0674561617597925,0.0478136769840165,0.0679053584655419,0.0518121967085285,0.0352270634466783,
810,0.0741318284254385,0.0573744445511249,0.0759409231019945,0.0444389422743532,0.0675237799320505,0.0476695493807184,0.0677984507790045,0.051883381926823,0.0352129576407741,
820,0.0742299045332288,0.0576050888507562,0.0761239402227955,0.0444518823864405,0.0675773228959876,0.0475720048880514,0.0677202925416457,0.0520141942889639,0.0352063738863268,
830,0.0743003913581263,0.0576654636712615,0.0762434289403792,0.0444739716605206,0.0676920327828124,0.0475972443622586,0.0676798114589013,0.0520804214848859,0.0352018244322515,
840,0.0742818990922248,0.0577232555163248,0.0763150916638304,0.0445407557295925,0.0677479028449629,0.0476682960048339,0.0675277043634335,0.0520862098245401,0.035231071884627,
850,0.0743152235239788,0.0578240909966783,0.0763388011136801,0.0445983493695174,0.0678137481012218,0.0475154931128969,0.0674711918736982,0.0521237838866753,0.0352569617106789,
860,0.0743909360357608,0.0578991146165312,0.0763549667130169,0.0446799179466422,0.0678727872255298,0.0474248326997922,0.0675552702355433,0.0521464827034469,0.0352898358803267,
870,0.0743818026317555,0.0579657971362869,0.0763927221685422,0.0447502493023718,0.0678941321330988,0.0475250768723816,0.067501065561932,0.0521511827276309,0.0353177123189559,
880,0.0744632807854386,0.058001102465533,0.0764502064494171,0.0448544139787936,0.0680739122084285,0.0475485873502103,0.0674154351059696,0.0521240060719145,0.0353714193634602,
890,0.0745313583661867,0.0582438403880574,0.0764215391571376,0.0449671442042819,0.0681529409014875,0.0475536596446938,0.0675194709298729,0.0521357632764869,0.0354000374398351,
900,0.074525501241623,0.0584474321451956,0.0764388415137886,0.045103857366875,0.0682524805625517,0.0478033233023945,0.0674750474848338,0.0521905246355505,0.0354483747669453,
910,0.0744958646492239,0.0587107023847425,0.0764735328201346,0.0452160203204559,0.0683428878660457,0.0475715861481994,0.0674874607591431,0.0521937804579953,0.0354802987625359,
920,0.0745687129241721,0.0589304926433557,0.0765626661446021,0.0452863739040978,0.068501864853871,0.0475676957234887,0.0677528121468272,0.052165348632963,0.0355265155620878,
930,0.0745852732805783,0.0590869445451521,0.0766093426917688,0.0453616596388547,0.0685575880925424,0.0475741856786069,0.0678165267215287,0.0521731196572769,0.0355648166953893,
940,0.0745684910710805,0.0592902443516047,0.076657203488605,0.0453993752076749,0.0686794721385493,0.0474871697412232,0.067912267014427,0.0521911397382156,0.0356156208608561,
950,0.0746280475454775,0.0594980412029189,0.076671858589047,0.045433138689397,0.0687701480218654,0.047479220461441,0.0679149088169573,0.0521948888010892,0.0356214059371968,
960,0.0746778817172104,0.0596941736842242,0.0766987221852135,0.0454703109247858,0.0688769447570699,0.0473141735842955,0.0679931239923315,0.0522224822798976,0.0356208460398117,
970,0.0746658577770242,0.0601076655492493,0.0767186012569316,0.0454912531527066,0.0689792109522265,0.0475316614378332,0.0680339666715246,0.0522312107258272,0.0356306940186543,
980,0.0746544078868977,0.0602738723191544,0.0767700492567089,0.0455086510824674,0.0690684059813996,0.0477065252354701,0.06808967558975,0.0522081432579716,0.0356359535711129,
990,0.0746515919957736,0.0603579678902895,0.0768527912954235,0.0455266560022899,0.0691742324083504,0.0474765816963447,0.068129794493498,0.0522006371470869,0.0356574589314736,
1000,0.0746779787915529,0.0606874997447422,0.0769256769501124,0.0455518435086754,0.0691974835014658,0.0473919996853122,0.0682136209004213,0.0521672057071725,0.0357062982064811,
1010,0.07471854514927,0.0608542463271289,0.0769407690920033,0.0455623656149198,0.0693208311503303,0.0474406918166259,0.0682335833328683,0.0520762356510152,0.0357256920924487,
1020,0.0747132227037804,0.0609106863109608,0.0768973245771904,0.0455610957803072,0.0693629334239536,0.0473892626765038,0.0683065411899565,0.0519544443881208,0.0357706256552846,
1030,0.0747018696764222,0.0611105813151476,0.0769227531144325,0.0455741459300615,0.0694431714723294,0.0475419889853711,0.0683399763894198,0.051861725713907,0.0357732620582531,
1040,0.074716497550717,0.0614022973988805,0.0769265830170459,0.0455387046000763,0.0696611535902615,0.047432351020742,0.0684262284832995,0.0518021539061715,0.0357568730553275,
1050,0.0747067288623263,0.0615210082115303,0.0768764660445691,0.0454688681887034,0.0697648469785789,0.0476323667516916,0.0684517397014879,0.0517889302160918,0.035747006570424,
1060,0.0746668913207733,0.06173812440852,0.0768890123924691,0.0454219905292853,0.0699522578650432,0.0470488071153929,0.0685521033589604,0.0517627370581984,0.0357184770897219,
1070,0.074694630602824,0.0618345535434607,0.0769237515352495,0.0453950912421139,0.0702301594390402,0.0472729778278088,0.0686504629149588,0.0516781589812416,0.0357248355196907,
1080,0.0746843748001041,0.0619462998757985,0.0769594040681351,0.0454015797069621,0.070403763337327,0.0471890225568185,0.0686604594042142,0.0515534028234407,0.0357419384690937,
1090,0.0747073638100354,0.0621651612373922,0.0769283968545802,0.0453148394587707,0.070773725018253,0.0469717257850956,0.0687474635782715,0.0514335254670657,0.0357559572300553,
1100,0.0747026952915836,0.062237659628687,0.0769380649054636,0.045283133603253,0.0709392622184862,0.0467676864661254,0.068792973232527,0.0513650870446342,0.0357667054429385,
1110,0.0747416608554379,0.062313375374856,0.0770114012895605,0.0452452989572278,0.0711827689518462,0.0467817194641302,0.0688892207334426,0.0512878627617709,0.0357967183297849,
1120,0.0747327453647443,0.0624910151254016,0.0769922774572632,0.0451924236498099,0.0714001572952588,0.0468480451618528,0.0689172082084627,0.0511661480657401,0.0358213907627106,
1130,0.0747117798915052,0.0625648163089409,0.0770278437159816,0.0451282213624248,0.0716391074412918,0.0466733580858457,0.0690231362755413,0.0511144350979519,0.0358378593233179,
1140,0.0747437626701346,0.0627260634575215,0.0770328641322407,0.0450611633917635,0.0718689340180512,0.0463164111068276,0.0690390435142931,0.0510133907380046,0.0358531719441466,
1150,0.0747411499111321,0.0628071718981534,0.0770760902364576,0.0450283155810528,0.0720629758964199,0.0465839124593531,0.0690948557790199,0.0509310165209339,0.03589512693279,
1160,0.0747452278184323,0.0628602510922826,0.0770720364011522,0.0449789467229779,0.0723224131171988,0.0466498077951341,0.0692059481461517,0.0508637339789896,0.0359547763141919,
1170,0.0747730625592965,0.0630354140606223,0.0771232506212875,0.0449318047813503,0.072398477158525,0.0466535415691458,0.069244807060613,0.0507600504281472,0.036004197212434,
1180,0.0747950393432745,0.0631508885528313,0.077106553962383,0.0448822230735371,0.0726675588367742,0.0465833265205404,0.0693446212936719,0.0507128466888012,0.0360374952860826,
1190,0.0747624196281582,0.063132696929603,0.0771134252007473,0.0448128103525819,0.0729815841334754,0.0462956417999929,0.0693916707006779,0.0506578284004186,0.0360731211539403,
1200,0.074775360982997,0.0632291905024921,0.077076241252554,0.0448344192692483,0.0731481203824472,0.0462895234150663,0.069448776343693,0.0506417175990599,0.0360999890240859,
1210,0.0747801736260928,0.0634049606299248,0.0770721838286733,0.044780592861635,0.0733803560773822,0.0462486554100529,0.0695125553738163,0.0506339949428697,0.0361513578252555,
1220,0.0748853451889931,0.0634263551249469,0.0770062734268946,0.0448082345848813,0.0734808303193667,0.0462947276399264,0.0695557464823119,0.0506062953164099,0.0361899264785231,
1230,0.0748897650266278,0.0635027066072712,0.0770128644098175,0.04478741922404,0.0737185613112119,0.0465162823034862,0.0696010411340763,0.0505693629401361,0.0362326738209525,
1240,0.074943420064537,0.063596948650735,0.0770331096148853,0.0447682791644593,0.0739306472362524,0.0464696489349458,0.0697856377068836,0.0505218384569019,0.0362808209441487,
1250,0.0749707161457214,0.0636944867824079,0.0769750192034208,0.0447494474665542,0.0740371496672545,0.0462907108465048,0.0698423958035586,0.0505222075209865,0.0363069388817025,
1260,0.0750339923797098,0.0636807476966739,0.0769879024661403,0.0447752817470561,0.0741997924698801,0.0462214723286391,0.0699682546010271,0.0505191476707257,0.036333095012266,
1270,0.075007989190376,0.063703527942368,0.0769302891382941,0.0448217110346243,0.0743707020197624,0.046418959862582,0.0702044467860139,0.0505477464367969,0.0363713846750141,
1280,0.0750176582594382,0.0637945524489139,0.0769187649854415,0.0447949461046534,0.074491879661214,0.0465596687774879,0.0702282706249658,0.0505642414622701,0.0364083653025881,
1290,0.0751625787726222,0.063725563356136,0.0769153326073064,0.0447936784819255,0.0747738171449273,0.046505036535109,0.070500053738507,0.0505755001080967,0.0364273774847797,
1300,0.0751473481921084,0.0637798101466874,0.0769420037948887,0.0448311527138313,0.0748524325387381,0.0466403845161697,0.0706315093875163,0.0505988849845835,0.0364754550828908,
1310,0.0751905270495665,0.0637768519966807,0.0769795650341271,0.044866679668609,0.0749716142168637,0.0465969364277798,0.0707676469201398,0.0506113030502779,0.0365052421581589,
1320,0.0752808162406067,0.0637682006570549,0.0770255089104497,0.0449177241147228,0.0751514064148623,0.0465344824454196,0.0709778957080458,0.0506455256808232,0.0365372719932388,
1330,0.0752815128327713,0.0637718897073355,0.0770606229890331,0.0449367021646112,0.0752239201577589,0.0465824652074856,0.0710354646785492,0.050705525859996,0.0365636745675774,
1340,0.0753263019477216,0.0638253037603681,0.077049802222117,0.0449579762818043,0.0754080122214584,0.0466693579992866,0.0712771268628138,0.0508083450457092,0.0366013851112049,
1350,0.0753081785167019,0.0637515469663771,0.0771370784718809,0.0449936028421175,0.0755434829063237,0.0466406532765996,0.0714163772690334,0.0508539205223284,0.0366198585157937,
1360,0.0753881879066194,0.0637921242763623,0.0771826305239753,0.0450267788210664,0.0755935178456324,0.0467890568010802,0.071792609986696,0.0509251020295285,0.0366421727349395,
1370,0.0753751083506124,0.0636972753502646,0.0772360798968639,0.045086676394507,0.0757373139420318,0.0469261265911862,0.0717740216947235,0.0509214759630974,0.0366399197718119,
1380,0.0754440295241244,0.0638023962150335,0.0773160749826688,0.0451035270278802,0.0759174523875411,0.0466856067962489,0.071883877980732,0.0509987152502007,0.03665211196764,
1390,0.0757240821246751,0.0637940371512897,0.0773619715277686,0.0451500465846108,0.0759873933134176,0.0465431952874833,0.0722924285669079,0.0509746881662912,0.0366357168546892,
